0	0	0	0	0	0	0	0	0	0	0.0494536	0.0523301	0	0	0	0	0	0.0803546	0.071972	0	0	0	0	0	0	0	0	0	0	0	0.0833333	0	0	0	0	0	0	0	0.00347222	0.10285	0	0	0	0	0	0	0	0.0754442	0.0905245	0.103818	0.0320925	0.106671	0.202231	0.165126	0.0893102	0	0	0.0862098	0	
0.099154	0.0286203	0	0	0	0	0	0	0	0	0.0905245	0.0919628	0	0	0	0	0	0.093401	0	0	0	0	0	0	0	0	0	0	0	0	0.0833333	0	0	0	0	0	0	0	0.110064	0.00347222	0	0	0	0	0	0.00838269	0.11066	0.0398794	0.0531726	0.133178	0.228613	0.423798	0.536552	0.581486	0.345826	0.161654	0.099154	0.0936478	0.0454146	
0	0.0647807	0.0919628	0.100592	0.0167654	0	0	0	0	0	0.00838269	0.163688	0.0789164	0	0	0	0.0202376	0.0774782	0	0	0	0	0	0	0	0	0	0	0	0	0.0905245	0	0	0	0	0.0696912	0.093401	0.101188	0.0751974	0.0862098	0.0862098	0.0890863	0.0862098	0.0905245	0.093401	0.0878948	0	0.0942435	0.149101	0.280492	0.508688	0.746909	0.665518	0.670277	0.647892	0.368387	0.069938	0.0890863	0.0569036	
0	0	0	0	0.0795121	0.099154	0.0398794	0	0	0	0	0.0511386	0.0607128	0	0	0	0.103818	0	0	0	0	0	0	0	0	0	0	0	0.0167654	0.0977157	0.0762867	0	0.0746017	0.0948393	0.160463	0.118549	0.0905245	0.0856141	0.0243056	0	0	0	0.0118549	0.093401	0.0948393	0.0890863	0.0862098	0.0237098	0.19424	0.452316	0.7488	0.542591	0.351435	0.391008	0.600821	0.53039	0.257829	0.0890863	0	
0	0	0	0	0	0	0.0791632	0.0497004	0	0	0	0	0.0780739	0.0905245	0.093401	0.0862098	0.0474196	0	0.0208333	0.00694444	0	0	0	0	0	0.0173611	0.0850183	0.0948393	0.0838269	0	0.0817929	0.12574	0.113639	0.0962775	0.0335307	0	0.0751974	0.0890863	0.0862098	0.0862098	0.0905245	0.0919628	0.0801079	0	0	0	0	0.037003	0.28308	0.705139	0.603956	0.228018	0.0216758	0.235413	0.456937	0.53456	0.409416	0.142012	0	
0	0	0	0	0	0	0	0.0609595	0.0962775	0.0862098	0.0905245	0.099154	0.0887373	0.093401	0.0890863	0.0847716	0.0847716	0.0833333	0.0653765	0.0864566	0.0962775	0.0862098	0.0890863	0.0905245	0.0890863	0.0731634	0.00694444	0.00347222	0.0907713	0.099154	0.0924563	0.0783207	0	0	0.0245523	0.107783	0.0167654	0	0	0	0.0445431	0.0410709	0	0	0	0	0	0.0905245	0.312398	0.760064	0.42807	0.127774	0.0823886	0.223209	0.341861	0.479311	0.436802	0.173858	0	
0.0161468	0	0	0	0	0	0	0	0	0	0	0.0904223	0.0314968	0	0	0	0	0	0	0.0202376	0.0862098	0.0341265	0	0	0.00838269	0.093401	0.0948393	0.0983115	0.0884906	0.137348	0.13328	0.0833333	0.103571	0.112796	0.106694	0	0	0.00838269	0.1122	0.0546108	0.0650275	0.106941	0.0104167	0	0	0	0	0.0948393	0.30307	0.672011	0.491106	0.233626	0.239481	0.317002	0.434257	0.534356	0.41219	0.145731	0	
0.112098	0	0	0	0	0	0	0	0	0.0104167	0.104311	0.0343732	0.0404752	0.0905245	0.0899288	0.0104167	0	0	0	0.0870523	0.00347222	0.0607128	0.129561	0.196129	0.171228	0.0862098	0.0962775	0.0893331	0.12574	0.15962	0.125494	0.0890863	0.230052	0.275539	0.330542	0.148259	0	0.171722	0.111009	0.062151	0	0.099154	0	0	0	0	0	0.0286203	0.24057	0.526671	0.582516	0.370234	0.381493	0.436742	0.503846	0.490553	0.268391	0.0265863	0	
0.00838269	0.100839	0	0	0	0	0	0	0.0889841	0.12574	0.117111	0.158531	0.0578363	0	0.00347222	0.0844226	0.0791632	0	0	0.0257438	0.0696912	0.106345	0.141067	0.177228	0	0.0840736	0.093401	0.0890863	0.100941	0.170981	0.189432	0.178173	0.313036	0.388029	0.325487	0.341903	0.238187	0.195287	0.204512	0.165126	0.0977157	0.0482621	0	0	0	0	0	0	0.145382	0.325035	0.541547	0.529854	0.432487	0.44944	0.478451	0.332227	0.176283	0	0	
0.0259677	0.0378455	0.0713762	0	0	0	0	0.0656232	0.069938	0.141561	0.178317	0.183083	0.186555	0.169543	0.170037	0.0832311	0.093401	0	0	0.0962775	0.0746017	0.161058	0.123213	0.0905245	0.0890863	0.0237098	0	0.0740059	0.0948393	0.163688	0.122617	0.0862098	0.117111	0.326474	0.459814	0.351928	0.241064	0.308228	0.401135	0.427662	0.182632	0.0335307	0	0	0	0	0	0	0.0314968	0.15545	0.25674	0.387493	0.364132	0.377714	0.253659	0.0627468	0.0468239	0	0	
